image,prompt,method,mode,base_reward,top1_importance,mean_abs_importance,n_superpixels,deletion_auc,deletion_auc_random,insertion_auc,insertion_auc_random
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e0644a38-64d1-4827-8d12-83945dd019e9.jpg,"Here's a description of the image:

The image depicts a young woman with striking blue eyes and pastel-colored hair, styled in pigtails with white fluffy accessories, reminiscent of cat ears. Her hair is dyed with shades of blonde, pink, and lavender. She is positioned in what appears to be a retro diner setting, indicated by the presence of blinds and neon lights in the background.

The woman is holding a tall milkshake or sundae glass with both hands, the glass filled with a layered dessert. Her expression is contemplative, as she rests her chin on her fingers and looks directly at the viewer. There are streaks of light across the frame, creating a dreamlike or nostalgic effect. These light streaks, combined with the diner setting and her overall aesthetic, give the image a vintage and whimsical vibe. The lighting is moody, with some areas in shadow. The image has a slightly grainy texture, adding to the retro feel.",lime,black,11.2119,15.9831,4.0757,5,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/647383a5-9fcd-466a-8df7-23817538a994.jpg,"The image captures a moment of pure joy as a young girl runs along a sun-kissed beach. She is barefoot and dressed in a vibrant yellow t-shirt underneath a dark blue denim jumper dress. She is turning towards the camera, holding out one side of her dress as she runs, a wide smile lighting up her face.

The beach has tan-colored sand and is bordered by gentle waves as they meet the shore. In the background, a scenic view unfolds with lush green foliage and mountains lining the coast, partially obscured by a distant haze. The sky above is a bright blue adorned with fluffy white clouds, adding to the overall feeling of a bright, cheerful day at the beach. The sunlight is soft, casting a warm glow on the scene.",lime,black,8.2873,6.3943,1.4344,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/ead82a7e-e853-47c3-a47f-11be6f9a1f17.jpg,"The image showcases a delicate, light pink rose in full bloom, positioned as the focal point against a stark white backdrop. The rose's petals are tightly curled at the center, gradually unfurling outwards in a mesmerizing swirl of soft hues. The outer petals exhibit a slightly aged appearance, with a touch of golden browning along the edges, adding character and depth to the flower's beauty. 

To the left of the rose, a cluster of vibrant green leaves provides a natural contrast to the soft pink. The leaves are glossy and reflect light, creating a subtle interplay of shadows and highlights. The background is clean and unadorned, allowing the viewer's attention to be solely drawn to the rose and its surrounding foliage. The overall composition exudes a sense of tranquility and timeless elegance.",lime,black,9.4541,19.7733,6.933,3,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e0d29681-162b-4b6f-95ca-0a2b1dcbadd2.jpg,Watercolor painting of a window with red flowers.,lime,black,14.1898,24.425,24.425,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/a27a1723-e028-4cc2-8a4d-f0414406d889.jpg,"The image showcases a tranquil, picturesque view of a European village nestled amidst rolling hills and lush landscapes. The scene is dominated by a cluster of homes, each topped with characteristic orange-red roofs, a signature of the region.

Dominating the foreground is a sprawling village, its layout seemingly organic and unplanned. Houses of varying sizes and architectural styles are scattered throughout, each one blending in with the surroundings. In the middle of the village stands a tall church. 

Beyond the village, the terrain unfolds into expansive fields and forests, displaying a rich tapestry of autumnal colors. The sky is overcast, with a soft light that casts a gentle glow over the entire landscape. In the distance, layers of hills and valleys fade into a hazy horizon. The overall impression is one of serenity and timeless charm, capturing the essence of rural life in a picturesque European setting.",lime,black,11.7159,21.9439,21.9439,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/5ea2567e-209a-4fd3-abc8-ce658dd090ff.jpg,Painted woman walks with flower-filled bicycle on a sun-dappled path.,lime,black,10.2714,19.6072,2.3908,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/7908ec90-dd90-43d1-b2eb-3ed11214b0e1.jpg,"The image captures a young couple standing close together in what appears to be a kitchen. The woman, with her long brown hair partially pulled back, is dressed in a light blue top and a white button-down shirt. She is holding up one of her fingers, perhaps showcasing something she has just tasted or touched. Her expression is one of slight amusement, with a hint of a smile.

The man, clad in a light blue shirt and jeans, is looking at her finger with a somewhat comical expression, as if anticipating a taste or sharing her experience. His hand rests possessively on her waist, indicating a close and intimate relationship.

In the foreground, a wooden cutting board is laden with chopped vegetables, including peppers, tomatoes, and green onions, suggesting they are in the midst of preparing a meal together. The kitchen setting, with its light wood cabinets and bright natural light streaming in from a window, creates a warm and inviting atmosphere. The overall impression is one of domesticity, intimacy, and shared enjoyment.",lime,black,12.1097,5.1895,1.8244,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/5504eb69-61a4-4710-912b-97ccc2889ea4.jpg,"The image features a young Asian woman in professional attire, walking outdoors with a cup of coffee in hand. She is dressed in a crisp white button-down shirt and gray trousers, a classic and polished look that suggests a business or corporate environment. Her dark hair is styled in loose waves, framing her face and adding a touch of softness to her professional appearance.

The woman is holding a disposable coffee cup in her left hand, while her right hand is casually tucked into her pocket. Her gaze is directed slightly off to the side, as if she's observing something in the distance or contemplating her thoughts. The background consists of modern architecture, with large glass windows and smooth, metallic surfaces, reinforcing the setting as an urban business district. The lighting is soft and natural, creating a clean and professional feel to the image, which likely aims to convey an image of competence and confidence.",lime,black,11.5921,5.1486,1.9486,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0dd86fcb-2321-4e4a-9385-f3ef76c2992e.jpg,Woman with headphones sits cross-legged on an ornate bench.,lime,black,14.0359,8.1439,2.6543,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/91d4170f-1114-422d-9525-5156c46de522.jpg,"Climber takes selfie on rocky, foggy mountain peak.",lime,black,14.4863,24.0775,7.0943,4,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/0c217725-5599-4149-b20f-b724c8710eac.jpg,"The image captures a vibrant outdoor scene where a series of colorful umbrellas are hung beneath white netting ropes. The background is a clear blue sky. These umbrellas appear to be made of paper or thin plastic and are arranged in a cascading manner, with each rope supporting multiple umbrellas. The ropes extend diagonally from the upper right corner to the lower left corner of the image, creating a dynamic visual flow. The umbrellas come in a variety of colors including orange, green, red, yellow, and white, adorned with intricate patterns such as dragonflies and flowers. The entire scene is illuminated by a white light strip running diagonally from the upper left corner to the lower right corner, adding a festive and magical atmosphere. Overall, the composition is very eye-catching, with the umbrellas and ropes forming an unforgettable display that draws the viewer's gaze upward.",lime,black,7.9354,18.2344,3.0574,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/7c94b234-096a-46fa-883e-7ec852acce25.jpg,"Abstract art featuring swirling blues, purples, and whites with bubble-like textures.",lime,black,14.6976,24.9901,24.9901,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/927d556f-78e3-4120-b703-b706deaeaf0b.jpg,"The image is a digitally painted scene of a black and white cat sitting next to a small snowman in a snowy landscape. The cat is the most prominent figure, positioned on the left side of the image. It sports a bright red scarf, contrasting sharply with its black and white fur. The cat has a curious, alert expression with golden yellow eyes.

To the right of the cat is a small, somewhat rudimentary snowman. It is decorated with a light pink scarf. Instead of a carrot nose, it has drawn a line for its nose. Two dots serve as buttons on the body, and small twigs are used as arms. The snowman's head is shaped like a cat's head, with triangular ears.

The background is a blur of white, grey, and brown, suggesting a snowy forest or field. The overall mood of the image is whimsical and peaceful. The soft colors and gentle brushstrokes contribute to a dreamlike, wintery atmosphere.",lime,black,9.1953,19.4017,9.7187,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/60f602ac-636a-4bb0-af65-7ce424fa77f7.jpg,"The image presents a serene and captivating scene set within a dense forest. A woman, adorned in a striking red gown, sits gracefully amidst the woodland landscape. Her dark hair complements the richness of her dress, and her gaze is directed slightly upwards, as if contemplating the surrounding nature. 

The forest itself is a lush and overgrown environment, with thick trees, moss-covered rocks, and tangled branches creating a sense of wild beauty. The lighting is soft and diffused, lending an ethereal quality to the scene. The deep greens and browns of the forest provide a stark contrast to the woman's bright red dress, making her the focal point of the image. The overall composition evokes a sense of mystery and enchantment, as if the woman is a mythical figure dwelling within the heart of the forest.",lime,black,9.2829,19.5915,6.6818,3,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/9978f229-a463-4368-855b-18e90ef5408a.jpg,"The image shows a romantic scene in what appears to be Venice, Italy. A couple, a man and a woman, are standing on a bridge, embraced. The woman is leaning against the bridge's stone railing, gazing up at the man. She has curly dark hair and is wearing a fitted red top and black pants. The man is looking down at her, with his arm around her. He has short brown hair and is wearing a blue and white striped shirt and black pants.

Behind them, classic Venetian architecture is visible. There's a tall tower with a green spire, and buildings with terracotta roofs and white facades. A row of old-fashioned lampposts stands near the couple. The lighting in the photo is bright, almost washed out, giving it a dreamy quality. The perspective is from below, looking up at the couple, emphasizing their presence against the backdrop of the city. The steps of the bridge leading up to the couple give the image depth.",lime,black,8.7229,3.5128,0.9846,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/eaa351af-965d-4f32-a68d-e4b3486c65f5.jpg,"A large, white stone archway stands tall against a clear blue sky.",lime,black,6.6819,16.893,8.4705,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/5e5334ce-7caf-4bc7-b6d9-cbc95b570b42.jpg,"Brown cow lies in a grassy field, another in background.",lime,black,6.4633,16.7433,16.7433,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/9b1cb600-c57e-4ce1-84b9-4076d281cd17.jpg,"This charming illustration exudes warmth and holiday spirit. It features two adorable bunny rabbits snuggled close together on a plush, yellow-patterned cushion with green frilled edges. They are engrossed in a book, its pages open to reveal festive illustrations inside. 

The rabbits are dressed in soft, green pajama-like outfits, adding to the cozy atmosphere. A wooden framed window sits behind them, adorned with a red bow and garland, framing a snowy winter scene beyond the glass panes. To the left, a glimpse of a Christmas tree can be seen, decorated with colorful ornaments.

A cozy nook with a bookshelf is visible on the left of the image. A lamp on the shelf sheds a soft, warm glow, enhancing the overall sense of comfort. The walls have a textured, painterly quality, adding depth and character to the scene. The illustration is rich in detail and evokes a feeling of nostalgia and holiday cheer.",lime,black,9.1797,19.3783,3.8971,5,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/a53e4ccc-9c64-4c5c-8ad5-98a3db734a56.jpg,"The image depicts a towering and intricately decorated building with a light brown color that almost appears orange, resembling either a castle or a grand hotel. The structure has multiple floors, each adorned with complex patterns and numerous windows. The windows are framed in dark brown, some of which have white shutters while others are fitted with red curtains. The facade of the building is richly decorated with various shapes and patterns, including circles and squares, adding to its elegant appearance. At the base of the building, there are three garage doors, each topped with a small round window. The background of the scene features a clear blue sky, with a black bird perched on the building, bringing a touch of life to the picture.",lime,black,11.667,21.9131,10.9663,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/6d1e9865-3613-4a4e-8c4b-79855661e193.jpg,"The image captures a romantic scene featuring a couple in a passionate embrace. The woman, with auburn hair and fair skin, is reclining on a lavish cream-colored chaise lounge with intricate gilded details. She is wearing a flowing green gown that cascades around her, with shades of blue shimmering within the fabric. Her expression is serene, her left arm raised and fingers gently splayed, conveying a sense of surrender or quiet anticipation.

The man is positioned behind her, partially undressed with an open white shirt, revealing his bare chest. He is leaning over her, his dark hair neatly styled, his gaze intense and focused on her neck, as if about to kiss her. His hand rests protectively on her hip, suggesting intimacy and desire.

The setting is opulent, hinted at by the luxurious furniture and the scattered red roses around them. The lighting is warm and dramatic, casting shadows and highlighting the contours of their bodies and the details of their clothing. The background is blurred, drawing the viewer's attention to the central figures and the unfolding drama between them.",lime,black,9.1381,7.0217,1.9016,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/601dfdf2-f160-422a-b173-33215453ad23.jpg,"Woman meditates on a dock over water, reflection visible.",lime,black,4.3605,12.2902,1.9059,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/92c51da3-3468-4acc-827a-c72d53cd3356.jpg,"Black bird perches on branch over water, looking left.",lime,black,8.1566,18.1637,2.3294,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/023667bc-d0e3-4a5c-a4db-e33fda4961c9.jpg,Black Converse sneakers sit on a rocky beach by the water.,lime,black,11.9514,21.673,3.8499,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/f266ed95-e432-420b-9bf9-aaed165aa86a.jpg,Neon palm tree and geometric shapes illuminate a dark space.,lime,black,8.5153,18.7301,3.7656,5,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/14d6bb54-250d-4fb3-b52e-910163a2e0c2.jpg,"The image is a stylized illustration of a woman walking her dog. The overall color palette is predominantly blue and green, giving it a fresh, airy feel. The woman is depicted in motion, with her arm extended, holding a leash connected to a small, dark-colored dog that appears to be trotting eagerly.

She is wearing a red top, a green skirt with a geometric pattern, blue knee socks, and red shoes. Her hair is light brown and falls down her back.

To the right of the woman is a tall, stylized door with the number ""1520"" above it. The door is light blue with darker blue trim. The background features blue and white horizontal stripes, suggesting a building or sky.

Large green leaves are scattered throughout the foreground and background, adding a sense of nature and depth to the illustration. The artistic style is simple, with soft textures.",lime,black,7.6433,8.9965,1.3637,10,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/4ebe4ec3-a838-4880-9b75-18dac8979ceb.jpg,"Snowy forest filled with tall, thin trees.",lime,black,12.3307,22.5372,22.5372,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/25e406d3-f458-48c1-a0f4-67864a0bbc93.jpg,"Newlyweds embrace beside a pool, lush foliage behind.",lime,black,10.3956,6.3348,3.057,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/7f1e1680-1859-4233-951c-d940443cae0f.jpg,"The painting depicts a detailed watercolor scene featuring a cluster of possible strawberries surrounded by green leaves. The strawberries are rendered in various shades of red, purple, and yellow, while the leaves display hues of green and blue. The painting is placed on a white sheet of paper, which itself rests on a dark brown wooden table. On the left side of the painting, there are four brushes with black handles and gold caps, along with four tubes containing red, green, black, and white paint respectively. Above the painting, three additional tubes of black, purple, and green paint can be seen. On the right side of the image, there is a palette showing a range of colors from green to yellow, red, purple, blue, and pink. On this palette, there is also a photograph of a strawberry painting serving as a reference for the artist.",lime,black,10.2316,20.5074,20.5074,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/9f4bb4c7-9ff4-488a-982f-9772cd7a4072.jpg,"The image captures a stunning fireworks display over a body of water at night. The sky is a deep, saturated purple, against which the fireworks burst in a brilliant display of white and pink. The fireworks appear to be of a ""palm"" type, with numerous trails extending outwards and downwards.

In the foreground, the water acts as a mirror, perfectly reflecting the fireworks and creating a symmetrical composition. The reflection is slightly blurred, adding to the ethereal quality of the scene. A bright blue, illuminated flower-shaped object floats on the surface of the water, adding an element of artifice and contrasting with the natural beauty of the fireworks. 

Along the horizon, a line of trees and buildings are illuminated with purple and pink lights, adding depth and context to the scene. To the left, an architectural structure with traditional Chinese-style roofing is faintly visible. The overall effect is one of celebration and wonder, with the combination of natural and artificial elements creating a captivating visual experience.",lime,black,7.8562,18.0704,9.0353,2,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/1a42e12b-dd5f-46b7-ad3f-8e24cac7d3ba.jpg,Black Converse sneakers sit on a rocky beach by the water.,lime,black,10.2988,20.325,5.6384,4,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/3a64ad19-96e8-41df-b88d-18059d40d2d9.jpg,"This is a detailed portrait painting of a young woman from the 17th or 18th century, with a completely black background. The pale-skinned woman has short, curly red hair adorned with a white bow. She has striking blue eyes and a smiling face. She wears a complex blue gown embellished with intricate golden and silver patterns. A white shawl covers her shoulders, and she has a white cravat around her neck. The bodice of her dress features stripes in gold and blue, while the skirt itself is blue and decorated with gold accents. She is wearing a pearl necklace and large, dangling pearl earrings. Her hands are clasped together over her chest, and in her right hand, she holds a white feather. The overall composition and her attire suggest that this may be a formal portrait, possibly of a royal figure.",lime,black,4.046,8.0773,4.5136,3,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/ebc78d2e-a2cd-49fc-a323-c29cb12687b5.jpg,"Sweaty, muscular woman in sports bra stands in gym, hands on hips.",lime,black,15.7044,7.4389,2.8101,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/b0f5e1c4-c801-4860-b301-0474e9f45f72.jpg,"In this photo, a woman has her back to the camera and is performing a yoga pose on a gray brick floor. She is wearing a black, short-sleeved lace top and brown ballet flats. Her legs are stretched straight up with her ankles crossed, and her arms are also extended upwards, with her hands placed on her knees. Her brown hair is tied in a ponytail. The background features a geometric, angular wall composed of various shapes including triangles and rectangles, in shades of gray and white. A gray-framed window can be seen in the upper right corner of the image. The overall scene suggests an indoor setting, possibly a studio or modern architecture.",lime,black,6.8907,12.1551,2.2631,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/047eb1a3-622f-47b0-8a5e-2bbc003bc3e5.jpg,Couple enjoys wine on balcony under a full moon.,lime,black,9.4912,16.5046,3.3458,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/b998a060-f7d0-454c-9d2b-f3f0fc7e4731.jpg,Black and white cat stretches on a tiled patio.,lime,black,7.826,17.3023,2.4889,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/07333fd0-370f-4d12-aca6-f9f6902a904f.jpg,"Here's a description of the image:

The image depicts a young woman with striking blue eyes and pastel-colored hair, styled in pigtails with white fluffy accessories, reminiscent of cat ears. Her hair is dyed with shades of blonde, pink, and lavender. She is positioned in what appears to be a retro diner setting, indicated by the presence of blinds and neon lights in the background.

The woman is holding a tall milkshake or sundae glass with both hands, the glass filled with a layered dessert. Her expression is contemplative, as she rests her chin on her fingers and looks directly at the viewer. There are streaks of light across the frame, creating a dreamlike or nostalgic effect. These light streaks, combined with the diner setting and her overall aesthetic, give the image a vintage and whimsical vibe. The lighting is moody, with some areas in shadow. The image has a slightly grainy texture, adding to the retro feel.",lime,black,9.5023,10.4532,2.5463,7,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/38db7466-3aae-453a-ab15-79135194dd8c.jpg,"The image presents a portrait of a smiling young woman against a vibrant blue background. She is fair-skinned with short, neat hair and is positioned in the center of the frame, her body facing forward. Her arms are raised and bent, with her hands resting behind her head, creating a relaxed and casual pose. 

She is wearing a blue and white floral-patterned dress that appears to be made of a light, airy fabric. The dress has short sleeves and a tie at the waist, cinching it slightly. Atop her head, perched on her hair, are a pair of white sunglasses.

Her expression is pleasant and inviting, her teeth showing in a warm smile. She has a wristwatch in a light blue or white colour on her left wrist. The blue backdrop is uniform and bright, providing a stark contrast to the woman and her clothing, which helps to emphasize her as the main subject. The overall impression is fresh, cheerful, and summery.",lime,black,11.125,6.4497,1.8479,8,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/ef87eebb-9ac2-4e38-b8a5-f6977b585e6a.jpg,"The image captures a close-up of a dog's head, viewed from a slightly low angle, imparting a sense of height and stature to the animal. The dog's fur is a blend of light tan and white, particularly noticeable as a stripe down the center of its face. Its eyes, amber in color, are focused upwards and to the left, suggesting it is intently watching something just outside the frame.

The dog's mouth is slightly open, revealing its teeth and pink tongue, which adds a touch of playfulness to its expression. The nose is large and black, with visible texture, giving it a lifelike quality. The ears are floppy and hang down to the sides of its face, contributing to its gentle appearance.

The background is a soft, out-of-focus blend of green grass and dark foliage, indicating that the photo was taken outdoors. This backdrop contrasts with the dog's light fur, making it stand out. The overall lighting of the image is natural, casting soft shadows that define the dog's features and adding depth to the composition.",lime,black,12.4951,22.7048,5.8227,4,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/b99bec61-94e5-41a1-a9f2-e8e276ab2d2b.jpg,"A cozy portrait shows a family: mother, father, and daughter. The daughter hugs her father around the neck while the mother embraces them both. They wear casual sweaters.",lime,black,13.9473,10.8113,4.5595,6,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/2f466312-a836-468a-b761-82fbe190b30a.jpg,A nude-shaped candle burns atop a rustic wooden slice with greenery.,lime,black,12.4594,22.7107,22.7107,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/e0d29681-162b-4b6f-95ca-0a2b1dcbadd2.jpg,Watercolor painting of a window with red flowers.,lime,black,14.1898,24.425,24.425,1,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/a0eb9910-c14d-4858-ae93-7aac7e1bda53.jpg,"The image features a young Asian woman in a striking pose, set against a vivid red backdrop. The woman is dressed in a modern, form-fitting red dress with a high collar and a slit on the side. The long sleeves extend to her mid-arm, leaving her shoulders bare. In her hand, she holds a closed red fan, further enhancing the monochromatic color scheme.

Her hair is styled in a long, thick braid that falls over her shoulder, with a traditional decorative hairpin placed near the bun at the top of her head. She has a confident and slightly serious expression, her lips painted a bold red.

The background is adorned with several paper lanterns, some brightly lit and others subtly illuminated. The composition is carefully arranged to draw attention to the woman, with the lanterns adding depth and context to the scene. The overall impression is one of elegance, tradition, and contemporary style, all unified by the bold use of the color red.",lime,black,12.1981,5.3014,1.5512,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/3040b049-42e6-44dd-b1b6-7f17b62d4716.jpg,"In a studio portrait, a young professional-looking African-American man and woman are seen against a solid gray background. The man is standing slightly in front of the woman and to the right, holding a tablet in his hands. He is wearing a vertically striped button-up shirt under a black blazer. The woman stands slightly behind him, her arms crossed with her chin resting on her hand in a contemplative pose. She wears a light blue button-up shirt.

The lighting is somewhat dramatic, with light casting shadows that add depth to the image and focus on the subjects. Their expressions are serious and composed, suggesting a sense of professionalism and confidence. The scene is simply staged, drawing all attention to the individuals and their presence. The composition suggests a partnership or team dynamic, reinforcing a polished, professional tone.",lime,black,11.7074,6.8848,1.6628,9,,,,
/gpfs/scratch1/shared/scur0077/datasets/HPDv3/images/ebc78d2e-a2cd-49fc-a323-c29cb12687b5.jpg,"Sweaty, muscular woman in sports bra stands in gym, hands on hips.",lime,black,15.7044,7.4389,2.8101,8,,,,
